"Age","BusinessTravel","DailyRate","DistanceFromHome","EnvironmentSatisfaction","Gender","HourlyRate","JobInvolvement","JobLevel","JobSatisfaction","MaritalStatus","MonthlyIncome","MonthlyRate","NumCompaniesWorked","OverTime","PercentSalaryHike","PerformanceRating","RelationshipSatisfaction","StockOptionLevel","TotalWorkingYears","TrainingTimesLastYear","WorkLifeBalance","YearsAtCompany","YearsInCurrentRole","YearsSinceLastPromotion","YearsWithCurrManager","Attrition"
28,"Travel_Rarely",304,9,2,"Male",92,3,2,4,"Single",5253,20750,1,"No",16,3,4,0,7,1,3,7,5,0,7,"No"
56,"Non-Travel",667,1,3,"Male",57,3,2,3,"Divorced",6306,26236,1,"No",21,4,1,1,13,2,2,13,12,1,9,"No"
37,"Travel_Rarely",589,9,2,"Male",46,2,2,2,"Married",4189,8800,1,"No",14,3,1,2,5,2,3,5,2,0,3,"No"
34,"Travel_Rarely",404,2,3,"Female",98,3,2,4,"Single",6687,6163,1,"No",11,3,4,0,14,2,4,14,11,4,11,"No"
28,"Travel_Rarely",1181,1,3,"Male",82,3,1,4,"Married",2044,5531,1,"No",11,3,3,1,5,6,4,5,3,0,3,"No"
40,"Travel_Rarely",611,7,2,"Male",88,3,5,2,"Single",19833,4349,1,"No",14,3,2,0,21,3,2,21,8,12,8,"No"
22,"Travel_Rarely",581,1,4,"Male",63,3,1,3,"Single",3375,17624,0,"No",12,3,4,0,4,2,4,3,2,1,2,"No"
26,"Travel_Rarely",482,1,2,"Female",90,2,1,3,"Married",2933,14908,1,"Yes",13,3,3,1,1,3,2,1,0,1,0,"No"
30,"Travel_Rarely",317,2,3,"Female",43,1,2,4,"Single",6091,24793,2,"No",20,4,3,0,11,2,3,5,4,0,2,"No"
27,"Travel_Rarely",618,4,2,"Female",76,3,1,3,"Single",2318,17808,1,"No",19,3,3,0,1,2,3,1,1,0,0,"No"
28,"Travel_Rarely",1181,1,3,"Male",82,3,1,4,"Married",2044,5531,1,"No",11,3,3,1,5,6,4,5,3,0,3,"No"
45,"Travel_Rarely",788,24,2,"Male",36,3,1,2,"Single",2177,8318,1,"No",16,3,1,0,6,3,3,6,3,0,4,"No"
40,"Travel_Rarely",759,2,4,"Female",46,3,2,2,"Divorced",5715,22553,7,"No",12,3,3,2,8,5,3,5,4,1,3,"No"
28,"Travel_Rarely",1181,1,3,"Male",82,3,1,4,"Married",2044,5531,1,"No",11,3,3,1,5,6,4,5,3,0,3,"No"
37,"Non-Travel",1413,5,3,"Male",84,4,1,3,"Single",3500,25470,0,"No",14,3,1,0,7,2,1,6,5,1,3,"No"
36,"Travel_Rarely",363,1,3,"Female",77,1,3,1,"Divorced",10252,4235,2,"Yes",21,4,3,1,17,2,3,7,7,7,7,"No"
33,"Travel_Rarely",217,10,2,"Male",43,3,2,3,"Single",5487,10410,1,"No",14,3,2,0,10,2,2,10,4,0,9,"No"
36,"Travel_Rarely",1396,5,4,"Male",62,3,2,2,"Single",5914,9945,8,"No",16,3,4,0,16,3,4,13,11,3,7,"No"
33,"Travel_Rarely",392,2,4,"Male",93,3,2,4,"Divorced",5505,3921,1,"No",14,3,3,2,6,5,3,6,2,0,4,"No"
33,"Travel_Rarely",922,1,1,"Female",95,4,4,3,"Divorced",16184,22578,4,"No",19,3,3,1,10,2,3,6,1,0,5,"No"
31,"Travel_Rarely",471,4,1,"Female",62,4,1,3,"Divorced",3978,16031,8,"No",12,3,2,1,4,0,2,2,2,2,2,"No"
35,"Travel_Frequently",482,4,3,"Male",87,3,2,3,"Single",4249,2690,1,"Yes",11,3,2,0,9,3,3,9,6,1,1,"No"
38,"Non-Travel",1327,2,4,"Male",39,2,2,4,"Married",5249,19682,3,"No",18,3,4,1,13,0,3,8,7,7,5,"No"
38,"Travel_Rarely",395,9,2,"Male",98,2,1,2,"Married",2899,12102,0,"No",19,3,4,1,3,3,3,2,2,1,2,"No"
38,"Travel_Rarely",1245,14,3,"Male",80,3,2,2,"Married",9924,12355,0,"No",11,3,4,1,10,3,3,9,8,7,7,"No"
28,"Travel_Rarely",304,9,2,"Male",92,3,2,4,"Single",5253,20750,1,"No",16,3,4,0,7,1,3,7,5,0,7,"No"
49,"Travel_Frequently",1023,2,4,"Male",63,2,2,2,"Married",5390,13243,2,"No",14,3,4,0,17,3,2,9,6,0,8,"No"
26,"Travel_Frequently",921,1,1,"Female",66,2,1,3,"Divorced",2007,25265,1,"No",13,3,3,2,5,5,3,5,3,1,3,"No"
27,"Travel_Rarely",155,4,2,"Male",87,4,2,2,"Married",6142,5174,1,"Yes",20,4,2,1,6,0,3,6,2,0,3,"No"
24,"Non-Travel",1092,9,3,"Male",60,2,1,2,"Divorced",2694,26551,1,"No",11,3,3,3,1,4,3,1,0,0,0,"No"
28,"Travel_Rarely",1179,19,4,"Male",78,2,1,1,"Married",3196,12449,1,"No",12,3,3,3,6,2,3,6,5,3,3,"No"
27,"Travel_Frequently",1297,5,4,"Female",53,3,1,4,"Single",2379,19826,0,"Yes",14,3,3,0,6,3,2,5,4,0,2,"No"
30,"Travel_Rarely",305,16,3,"Male",58,4,2,3,"Married",5294,9128,3,"No",16,3,3,1,10,3,3,7,0,1,7,"No"
32,"Travel_Rarely",638,8,3,"Female",91,4,2,3,"Married",5175,22162,5,"No",12,3,3,1,9,3,2,5,3,1,3,"No"
41,"Travel_Rarely",645,1,2,"Male",49,4,3,1,"Married",8392,19566,1,"No",16,3,3,1,10,2,3,10,7,0,7,"No"
27,"Travel_Frequently",1297,5,4,"Female",53,3,1,4,"Single",2379,19826,0,"Yes",14,3,3,0,6,3,2,5,4,0,2,"No"
36,"Travel_Rarely",1120,11,2,"Female",100,2,2,4,"Married",6652,14369,4,"No",13,3,1,1,8,2,2,6,3,0,0,"No"
34,"Travel_Frequently",878,10,4,"Male",43,3,1,3,"Divorced",3815,5972,1,"Yes",17,3,4,1,5,4,4,5,3,2,0,"No"
34,"Non-Travel",697,3,3,"Male",40,2,1,4,"Married",2979,22478,3,"No",17,3,4,3,6,2,3,0,0,0,0,"No"
45,"Travel_Rarely",561,2,4,"Male",61,3,2,2,"Married",4805,16177,0,"No",19,3,2,1,9,3,4,8,7,3,7,"No"
38,"Travel_Frequently",594,2,3,"Female",75,2,1,2,"Married",2468,15963,4,"No",14,3,2,1,9,4,2,6,1,0,5,"No"
36,"Travel_Frequently",1195,11,2,"Male",95,2,2,2,"Single",6499,22656,1,"No",13,3,3,0,6,3,3,6,5,0,3,"No"
38,"Travel_Rarely",168,1,3,"Female",81,3,3,3,"Single",7861,15397,4,"Yes",14,3,4,0,10,4,4,1,0,0,0,"No"
45,"Travel_Rarely",788,24,2,"Male",36,3,1,2,"Single",2177,8318,1,"No",16,3,1,0,6,3,3,6,3,0,4,"No"
46,"Travel_Rarely",563,1,4,"Male",56,4,4,1,"Single",17567,3156,1,"No",15,3,2,0,27,5,1,26,0,0,12,"No"
40,"Travel_Rarely",1398,2,3,"Female",79,3,5,3,"Married",18041,13022,0,"No",14,3,4,0,21,2,3,20,15,1,12,"No"
38,"Travel_Rarely",1495,4,4,"Female",87,3,1,3,"Married",3306,26176,7,"No",19,3,4,1,7,5,2,0,0,0,0,"No"
38,"Travel_Frequently",216,23,4,"Male",44,2,3,3,"Single",9526,8787,0,"No",21,4,2,0,10,2,3,9,7,1,8,"No"
43,"Travel_Rarely",1273,2,4,"Female",72,4,1,3,"Divorced",2645,21923,1,"No",12,3,4,2,6,3,2,5,3,1,4,"No"
32,"Travel_Rarely",1062,2,3,"Female",75,3,1,2,"Married",2370,3956,1,"No",13,3,3,1,8,4,3,8,0,0,7,"No"
32,"Travel_Frequently",585,10,1,"Male",56,3,1,3,"Married",3433,17360,6,"No",13,3,1,1,10,3,2,5,2,1,3,"No"
22,"Travel_Rarely",534,15,2,"Female",59,3,1,4,"Single",2871,23785,1,"No",15,3,3,0,1,5,3,0,0,0,0,"No"
57,"Travel_Rarely",334,24,3,"Male",83,4,3,4,"Divorced",9439,23402,3,"Yes",16,3,2,1,12,2,1,5,3,1,4,"No"
44,"Travel_Rarely",1199,4,3,"Male",92,4,5,1,"Divorced",19190,17477,1,"No",14,3,4,2,26,4,2,25,9,14,13,"No"
25,"Travel_Rarely",1372,18,1,"Male",93,4,2,3,"Married",6232,12477,2,"No",11,3,2,0,6,3,2,3,2,1,2,"No"
53,"Travel_Rarely",970,7,3,"Male",59,4,4,3,"Married",14814,13514,3,"No",19,3,3,0,32,3,3,5,1,1,3,"No"
45,"Travel_Rarely",1385,20,3,"Male",79,3,4,4,"Married",13496,7501,0,"Yes",14,3,2,0,21,2,3,20,7,4,10,"No"
27,"Travel_Rarely",1240,2,4,"Female",33,3,1,1,"Divorced",2341,19715,1,"No",13,3,4,1,1,6,3,1,0,0,0,"No"
47,"Travel_Rarely",955,4,4,"Female",83,3,2,4,"Single",4163,8571,1,"Yes",17,3,3,0,9,0,3,9,0,0,7,"No"
33,"Travel_Rarely",117,9,1,"Male",60,3,1,4,"Married",2781,6311,0,"No",13,3,2,1,15,5,3,14,10,4,10,"No"
40,"Travel_Rarely",444,2,2,"Female",92,3,2,2,"Married",5677,4258,3,"No",14,3,3,1,15,4,3,11,8,5,10,"No"
37,"Travel_Rarely",1225,10,4,"Male",80,4,1,4,"Single",4680,15232,3,"No",17,3,1,0,4,2,3,1,0,0,0,"No"
46,"Travel_Rarely",488,2,3,"Female",75,1,4,2,"Married",16872,14977,3,"Yes",12,3,2,1,28,2,2,7,7,7,7,"No"
29,"Travel_Rarely",1378,13,4,"Male",46,2,2,2,"Married",4025,23679,4,"Yes",13,3,1,1,10,2,3,4,3,0,3,"No"
46,"Travel_Frequently",1211,5,1,"Male",98,3,2,4,"Single",5772,20445,4,"Yes",21,4,3,0,14,4,3,9,6,0,8,"No"
28,"Travel_Rarely",1083,29,3,"Male",96,1,2,2,"Married",6549,3173,1,"No",14,3,2,2,8,2,2,8,6,1,7,"No"
45,"Travel_Rarely",1339,7,2,"Male",59,3,3,1,"Divorced",9724,18787,2,"No",17,3,3,1,25,2,3,1,0,0,0,"No"
42,"Travel_Frequently",532,29,1,"Female",92,3,2,3,"Divorced",4556,12932,2,"No",11,3,2,1,19,3,3,5,4,0,2,"No"
56,"Travel_Rarely",1400,7,4,"Male",49,1,3,4,"Single",7260,21698,4,"No",11,3,1,0,37,3,2,6,4,0,2,"No"
35,"Travel_Rarely",817,1,4,"Female",60,2,2,4,"Married",5363,10846,0,"No",12,3,2,1,10,0,3,9,7,0,0,"No"
29,"Travel_Rarely",352,6,4,"Male",87,2,1,2,"Married",2804,15434,1,"No",11,3,4,0,1,3,3,1,0,0,0,"No"
47,"Travel_Frequently",1379,16,3,"Male",64,4,2,3,"Divorced",5067,6759,1,"Yes",19,3,3,0,20,3,4,19,10,2,7,"No"
33,"Travel_Rarely",1099,4,1,"Female",82,2,1,2,"Married",3838,8192,8,"No",11,3,4,0,8,5,3,5,4,0,2,"No"
39,"Non-Travel",1485,25,3,"Male",71,3,3,3,"Married",10920,3449,3,"No",21,4,2,1,13,2,3,6,4,0,5,"No"
41,"Travel_Rarely",314,1,4,"Male",59,2,5,3,"Married",19189,19562,1,"No",12,3,2,1,22,3,3,22,7,2,10,"No"
36,"Travel_Rarely",1120,11,2,"Female",100,2,2,4,"Married",6652,14369,4,"No",13,3,1,1,8,2,2,6,3,0,0,"No"
37,"Travel_Rarely",1225,10,4,"Male",80,4,1,4,"Single",4680,15232,3,"No",17,3,1,0,4,2,3,1,0,0,0,"No"
41,"Travel_Rarely",645,1,2,"Male",49,4,3,1,"Married",8392,19566,1,"No",16,3,3,1,10,2,3,10,7,0,7,"No"
46,"Travel_Rarely",1009,2,1,"Male",51,3,4,3,"Married",17861,2288,6,"No",13,3,3,0,26,2,1,3,2,0,1,"No"
54,"Travel_Frequently",1050,11,2,"Female",87,3,4,4,"Divorced",16032,24456,3,"No",20,4,1,1,26,2,3,14,9,1,12,"No"
46,"Travel_Rarely",430,1,4,"Male",40,3,5,4,"Divorced",19627,21445,9,"No",17,3,4,2,23,0,3,2,2,2,2,"No"
46,"Travel_Rarely",1319,3,1,"Female",45,4,4,1,"Divorced",13225,7739,2,"No",12,3,4,1,25,5,3,19,17,2,8,"No"
49,"Travel_Rarely",174,8,4,"Male",56,2,4,2,"Married",13120,11879,6,"No",17,3,2,1,22,3,3,9,8,2,3,"No"
31,"Travel_Rarely",1463,23,2,"Male",64,2,2,4,"Married",5582,14408,0,"No",21,4,2,1,10,2,3,9,0,7,8,"No"
36,"Travel_Rarely",1120,11,2,"Female",100,2,2,4,"Married",6652,14369,4,"No",13,3,1,1,8,2,2,6,3,0,0,"No"
26,"Travel_Rarely",841,6,3,"Female",46,2,1,2,"Married",2368,23300,1,"No",19,3,3,0,5,3,2,5,4,4,3,"No"
52,"Travel_Rarely",319,3,4,"Male",39,2,3,3,"Married",7969,19609,2,"Yes",14,3,3,0,28,4,3,5,4,0,4,"No"
52,"Travel_Rarely",621,3,3,"Male",31,2,4,1,"Married",16856,10084,1,"No",11,3,1,0,34,3,4,34,6,1,16,"No"
37,"Travel_Rarely",1439,4,3,"Male",54,3,1,3,"Married",2996,5182,7,"Yes",15,3,4,0,8,2,3,6,4,1,3,"No"
40,"Travel_Rarely",1492,20,1,"Male",61,3,3,4,"Married",10322,26542,4,"No",20,4,4,1,14,6,3,11,10,11,1,"No"
40,"Travel_Rarely",1124,1,2,"Male",57,1,2,4,"Married",7457,13273,2,"Yes",22,4,3,3,6,2,2,4,3,0,2,"No"
25,"Travel_Rarely",266,1,4,"Female",40,3,1,2,"Single",2096,18830,1,"No",18,3,4,0,2,3,2,2,2,2,1,"No"
42,"Travel_Rarely",469,2,4,"Male",35,3,4,1,"Married",17665,14399,0,"No",17,3,4,1,23,3,3,22,6,13,7,"No"
24,"Non-Travel",830,13,4,"Female",78,3,1,2,"Married",2033,7103,1,"No",13,3,3,1,1,2,3,1,0,0,0,"No"
39,"Travel_Rarely",1387,10,2,"Male",76,3,2,1,"Married",5377,3835,2,"No",13,3,4,3,10,3,3,7,7,7,7,"No"
42,"Travel_Rarely",269,2,4,"Female",56,2,1,1,"Divorced",2593,8007,0,"Yes",11,3,3,1,10,4,3,9,6,7,8,"No"
35,"Non-Travel",208,8,3,"Female",52,3,2,3,"Married",4148,12250,1,"No",12,3,4,1,15,5,3,14,11,2,9,"No"
25,"Travel_Rarely",977,2,4,"Male",57,3,1,3,"Divorced",3977,7298,6,"Yes",19,3,3,1,7,2,2,2,2,0,2,"No"
35,"Travel_Rarely",185,23,2,"Male",91,1,1,3,"Married",2705,9696,0,"No",16,3,2,1,6,2,4,5,4,0,3,"No"
27,"Travel_Rarely",954,9,4,"Male",44,3,2,4,"Single",4105,5099,1,"No",14,3,1,0,7,5,3,7,7,0,7,"No"
45,"Travel_Frequently",1199,7,1,"Male",77,4,2,3,"Married",6434,5118,4,"No",17,3,4,1,9,1,3,3,2,0,2,"No"
36,"Travel_Rarely",1396,5,4,"Male",62,3,2,2,"Single",5914,9945,8,"No",16,3,4,0,16,3,4,13,11,3,7,"No"
37,"Travel_Frequently",663,11,2,"Male",47,3,3,4,"Divorced",12185,10056,1,"Yes",14,3,3,3,10,1,3,10,8,0,7,"No"
55,"Travel_Rarely",282,2,4,"Female",58,1,5,3,"Married",19187,6992,4,"No",14,3,4,1,23,5,3,19,9,9,11,"No"
37,"Travel_Rarely",1439,4,3,"Male",54,3,1,3,"Married",2996,5182,7,"Yes",15,3,4,0,8,2,3,6,4,1,3,"No"
32,"Travel_Rarely",499,2,3,"Male",36,3,2,2,"Married",4078,20497,0,"Yes",13,3,1,3,4,3,2,3,2,1,2,"No"
38,"Travel_Rarely",849,25,1,"Female",81,2,3,2,"Married",12061,26707,3,"No",17,3,3,1,19,2,3,10,8,0,1,"No"
26,"Travel_Frequently",1479,1,3,"Female",84,3,2,2,"Divorced",6397,26767,1,"No",20,4,1,1,6,6,1,6,5,1,4,"No"
52,"Travel_Rarely",1053,1,4,"Male",70,3,4,4,"Married",17099,13829,2,"No",15,3,2,1,26,2,2,9,8,7,8,"No"
49,"Travel_Rarely",722,25,3,"Female",84,3,1,1,"Married",3211,22102,1,"No",14,3,4,1,10,3,2,9,6,1,4,"No"
45,"Non-Travel",336,26,1,"Male",52,2,2,1,"Married",4385,24162,1,"No",15,3,1,1,10,2,3,10,7,4,5,"No"
36,"Travel_Rarely",796,12,4,"Female",51,2,3,4,"Single",8858,15669,0,"No",11,3,2,0,15,2,2,14,8,7,8,"No"
36,"Travel_Frequently",688,4,4,"Female",97,3,2,2,"Divorced",5131,9192,7,"No",13,3,2,3,18,3,3,4,2,0,2,"No"
40,"Travel_Rarely",1322,2,3,"Male",52,2,1,3,"Single",2809,2725,2,"No",14,3,4,0,8,2,3,2,2,2,2,"No"
55,"Non-Travel",444,2,3,"Male",40,2,4,1,"Single",16756,17323,7,"No",15,3,2,0,31,3,4,9,7,6,2,"No"
30,"Travel_Rarely",201,5,4,"Female",84,3,1,1,"Divorced",3204,10415,5,"No",14,3,4,1,8,3,3,3,2,2,2,"No"
40,"Travel_Frequently",902,26,3,"Female",92,2,2,4,"Married",4422,21203,3,"Yes",13,3,4,1,16,3,1,1,1,0,0,"No"
34,"Travel_Frequently",878,10,4,"Male",43,3,1,3,"Divorced",3815,5972,1,"Yes",17,3,4,1,5,4,4,5,3,2,0,"No"
20,"Travel_Rarely",654,21,3,"Male",43,4,1,4,"Single",2678,5050,1,"No",17,3,4,0,2,2,3,2,1,2,2,"No"
38,"Travel_Rarely",1206,9,2,"Male",71,3,1,4,"Divorced",4771,14293,2,"No",19,3,4,2,10,0,4,5,2,0,3,"No"
31,"Travel_Frequently",444,5,4,"Female",84,3,1,2,"Divorced",2789,3909,1,"No",11,3,3,1,2,5,2,2,2,2,2,"No"
35,"Travel_Rarely",1258,1,4,"Female",40,4,1,3,"Single",2506,13301,3,"No",13,3,3,0,7,0,3,2,2,2,2,"No"
41,"Travel_Rarely",314,1,4,"Male",59,2,5,3,"Married",19189,19562,1,"No",12,3,2,1,22,3,3,22,7,2,10,"No"
38,"Travel_Frequently",888,10,3,"Male",71,3,2,3,"Married",6077,14814,3,"No",11,3,3,0,10,2,3,6,3,1,2,"No"
50,"Travel_Rarely",1452,11,3,"Female",53,3,5,2,"Single",19926,17053,3,"No",15,3,2,0,21,5,3,5,4,4,4,"No"
38,"Travel_Rarely",1380,9,3,"Female",75,3,1,4,"Single",2288,6319,1,"No",12,3,3,0,2,3,3,2,2,2,1,"No"
28,"Travel_Rarely",1423,1,1,"Male",72,2,1,3,"Divorced",1563,12530,1,"No",14,3,4,1,1,2,1,1,0,0,0,"No"
53,"Non-Travel",661,1,1,"Female",60,2,4,3,"Married",12965,22308,4,"Yes",20,4,4,3,27,2,2,3,2,0,2,"No"
29,"Non-Travel",746,2,4,"Male",61,3,2,3,"Married",4649,16928,1,"No",14,3,1,1,4,3,2,4,3,0,2,"No"
28,"Travel_Rarely",736,26,3,"Male",48,2,2,1,"Married",4724,24232,1,"No",11,3,3,1,5,0,3,5,3,0,4,"No"
41,"Travel_Rarely",1276,2,2,"Female",91,3,4,1,"Married",16595,5626,7,"No",16,3,2,1,22,2,3,18,16,11,8,"No"
47,"Travel_Rarely",1176,26,4,"Female",98,3,5,3,"Married",19658,5220,3,"No",11,3,3,1,27,2,3,5,2,1,0,"No"
56,"Travel_Rarely",1369,23,4,"Male",68,3,4,2,"Married",13402,18235,4,"Yes",12,3,1,1,33,0,3,19,16,15,9,"No"
38,"Travel_Rarely",343,15,3,"Male",92,2,3,4,"Divorced",11510,15682,0,"Yes",14,3,2,1,12,3,3,11,10,2,9,"No"
26,"Travel_Rarely",933,1,3,"Male",57,3,2,3,"Married",5296,20156,1,"No",17,3,2,1,8,3,3,8,7,7,7,"No"
41,"Travel_Rarely",1283,5,2,"Male",90,4,1,3,"Married",2127,5561,2,"Yes",12,3,1,0,7,5,2,4,2,0,3,"No"
48,"Travel_Rarely",530,29,1,"Female",91,3,3,3,"Married",12504,23978,3,"No",21,4,2,1,15,3,1,0,0,0,0,"No"
27,"Travel_Rarely",199,6,4,"Male",55,2,1,3,"Married",2539,7950,1,"No",13,3,3,1,4,0,3,4,2,2,2,"No"
49,"Travel_Rarely",301,22,1,"Female",72,3,4,2,"Married",16413,3498,3,"No",16,3,2,2,27,2,3,4,2,1,2,"No"
59,"Travel_Rarely",1429,18,4,"Male",67,3,3,4,"Single",10512,20002,6,"No",12,3,4,0,25,6,2,9,7,5,4,"No"
41,"Travel_Rarely",263,6,4,"Male",59,3,1,1,"Single",4721,3119,2,"Yes",13,3,3,0,20,3,3,18,13,2,17,"No"
44,"Travel_Rarely",1199,4,3,"Male",92,4,5,1,"Divorced",19190,17477,1,"No",14,3,4,2,26,4,2,25,9,14,13,"No"
34,"Travel_Rarely",628,8,2,"Male",82,4,2,3,"Married",4404,10228,2,"No",12,3,1,0,6,3,4,4,3,1,2,"No"
50,"Travel_Rarely",264,9,3,"Male",59,3,5,3,"Married",19331,19519,4,"Yes",16,3,3,1,27,2,3,1,0,0,0,"No"
56,"Travel_Rarely",713,8,3,"Female",67,3,1,1,"Divorced",4257,13939,4,"Yes",18,3,3,1,19,3,3,2,2,2,2,"No"
24,"Travel_Frequently",535,24,4,"Male",38,3,1,4,"Married",2400,5530,0,"No",13,3,3,2,3,3,3,2,2,2,1,"No"
30,"Travel_Rarely",241,7,2,"Male",48,2,1,2,"Married",2141,5348,1,"No",12,3,2,1,6,3,2,6,4,1,1,"No"
40,"Travel_Frequently",692,11,4,"Female",73,3,2,3,"Married",6323,26849,1,"No",11,3,1,1,10,2,4,10,9,9,4,"No"
35,"Travel_Rarely",384,8,1,"Female",72,3,1,4,"Married",2572,20317,1,"No",16,3,2,1,3,1,2,3,2,0,2,"No"
55,"Travel_Rarely",147,20,2,"Male",37,3,2,4,"Married",5415,15972,3,"Yes",19,3,4,1,12,4,3,10,7,0,8,"No"
36,"Non-Travel",301,15,4,"Male",88,1,2,4,"Divorced",5406,10436,1,"No",24,4,1,1,15,4,2,15,12,11,11,"No"
51,"Travel_Rarely",1469,8,2,"Male",81,2,3,2,"Married",12490,15736,5,"No",16,3,4,2,16,5,1,10,9,4,7,"No"
32,"Travel_Rarely",977,2,4,"Male",45,3,2,2,"Divorced",5470,25518,0,"No",13,3,3,2,10,4,2,9,5,1,6,"No"
53,"Travel_Rarely",447,2,4,"Male",39,4,4,2,"Single",16598,19764,4,"No",12,3,2,0,35,2,2,9,8,8,8,"No"
34,"Travel_Rarely",1130,3,4,"Female",66,3,2,2,"Divorced",5433,19332,1,"No",12,3,3,1,11,2,3,11,8,7,9,"No"
41,"Travel_Rarely",509,7,2,"Female",43,4,1,3,"Married",3376,18863,1,"No",13,3,3,0,10,3,3,10,6,0,8,"No"
33,"Travel_Rarely",1198,1,3,"Male",100,2,1,1,"Single",2799,3339,3,"Yes",11,3,2,0,6,1,3,3,2,0,2,"No"
31,"Non-Travel",979,1,3,"Male",90,1,2,3,"Married",4345,4381,0,"No",12,3,4,1,6,2,3,5,4,1,4,"No"
27,"Travel_Rarely",155,4,2,"Male",87,4,2,2,"Married",6142,5174,1,"Yes",20,4,2,1,6,0,3,6,2,0,3,"No"
29,"Travel_Rarely",718,8,2,"Male",79,2,2,4,"Married",5056,17689,1,"Yes",15,3,3,1,10,2,2,10,7,1,2,"No"
38,"Travel_Frequently",1391,10,3,"Male",66,3,1,3,"Married",2684,12127,0,"No",17,3,2,1,3,0,2,2,1,0,2,"No"
30,"Travel_Rarely",946,2,3,"Female",52,2,2,4,"Single",6877,20234,5,"Yes",24,4,2,0,12,4,2,0,0,0,0,"No"
28,"Travel_Rarely",304,9,2,"Male",92,3,2,4,"Single",5253,20750,1,"No",16,3,4,0,7,1,3,7,5,0,7,"No"
41,"Travel_Rarely",1411,19,3,"Male",36,3,2,1,"Divorced",3072,19877,2,"No",16,3,1,2,17,2,2,1,0,0,0,"No"
40,"Travel_Rarely",616,2,3,"Female",99,3,1,1,"Married",3377,25605,4,"No",17,3,4,1,7,5,2,4,3,0,2,"No"
28,"Travel_Rarely",640,1,4,"Male",84,3,1,1,"Single",2080,4732,2,"No",11,3,2,0,5,2,2,3,2,1,2,"No"
41,"Travel_Rarely",642,1,4,"Male",76,3,1,4,"Married",2782,21412,3,"No",22,4,1,1,12,3,3,5,3,1,0,"No"
27,"Travel_Rarely",954,9,4,"Male",44,3,2,4,"Single",4105,5099,1,"No",14,3,1,0,7,5,3,7,7,0,7,"No"
40,"Travel_Frequently",692,11,4,"Female",73,3,2,3,"Married",6323,26849,1,"No",11,3,1,1,10,2,4,10,9,9,4,"No"
42,"Travel_Rarely",1142,8,4,"Male",81,3,1,3,"Single",3968,13624,4,"No",13,3,4,0,8,3,3,0,0,0,0,"No"
44,"Travel_Rarely",625,4,4,"Male",50,3,2,2,"Single",5933,5197,9,"No",12,3,4,0,10,2,2,5,2,2,3,"No"
27,"Travel_Rarely",155,4,2,"Male",87,4,2,2,"Married",6142,5174,1,"Yes",20,4,2,1,6,0,3,6,2,0,3,"No"
34,"Travel_Frequently",426,10,3,"Male",42,4,2,4,"Divorced",4724,17000,1,"No",13,3,1,1,9,3,3,9,7,7,2,"No"
34,"Travel_Rarely",1351,1,2,"Male",45,3,2,4,"Married",5484,13008,9,"No",17,3,2,1,9,3,2,2,2,2,1,"No"
22,"Travel_Rarely",1136,5,4,"Male",60,4,1,2,"Divorced",2328,12392,1,"Yes",16,3,1,1,4,2,2,4,2,2,2,"No"
57,"Travel_Rarely",593,1,4,"Male",88,3,2,3,"Married",6755,2967,2,"No",11,3,3,0,15,2,3,3,2,1,2,"No"
46,"Travel_Rarely",1450,15,4,"Male",52,3,5,2,"Married",19081,10849,5,"No",11,3,1,1,25,2,3,4,2,0,3,"No"
36,"Travel_Rarely",1278,8,1,"Male",77,2,1,1,"Married",2342,8635,0,"No",21,4,3,0,6,3,3,5,4,0,3,"No"
41,"Travel_Rarely",465,14,1,"Male",56,3,1,3,"Divorced",2451,4609,4,"No",12,3,1,1,13,2,3,9,8,1,8,"No"
23,"Travel_Rarely",977,10,4,"Male",45,4,1,3,"Married",2073,12826,2,"No",16,3,4,1,4,2,3,2,2,2,2,"No"
29,"Travel_Frequently",574,20,4,"Male",40,3,1,4,"Married",3812,7003,1,"No",13,3,2,0,11,3,4,11,8,3,10,"No"
51,"Travel_Rarely",1469,8,2,"Male",81,2,3,2,"Married",12490,15736,5,"No",16,3,4,2,16,5,1,10,9,4,7,"No"
29,"Travel_Rarely",1090,10,4,"Male",83,3,1,2,"Divorced",2297,17967,1,"No",14,3,4,2,2,2,3,2,2,2,2,"No"
37,"Travel_Rarely",1017,1,3,"Female",83,2,1,1,"Married",3920,18697,2,"No",14,3,1,1,17,2,2,3,1,0,2,"No"
34,"Travel_Rarely",628,8,2,"Male",82,4,2,3,"Married",4404,10228,2,"No",12,3,1,0,6,3,4,4,3,1,2,"No"
42,"Travel_Rarely",916,17,4,"Female",82,4,2,1,"Single",6545,23016,3,"Yes",13,3,3,0,10,1,3,3,2,0,2,"No"
40,"Travel_Rarely",1308,14,3,"Male",44,2,5,3,"Single",19626,17544,1,"No",14,3,1,0,21,2,4,20,7,4,9,"No"
44,"Travel_Rarely",200,29,4,"Male",32,3,2,4,"Single",4541,7744,1,"No",25,4,2,0,20,3,3,20,11,13,17,"No"
56,"Travel_Rarely",1443,11,4,"Female",89,2,2,1,"Married",5380,20328,4,"No",16,3,3,1,6,3,3,0,0,0,0,"No"
30,"Travel_Rarely",634,17,2,"Female",95,3,3,1,"Married",11916,25927,1,"Yes",23,4,4,2,9,2,3,9,1,0,8,"No"
